ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
92304,1,2021,Gas- Commercial,Y,0,0,
92304,2,2021,Gas- Commercial,Y,0,0,
92304,3,2021,Gas- Commercial,Y,0,0,
92365,1,2021,Gas- Commercial,Y,0,0,
92365,2,2021,Gas- Commercial,Y,0,0,
92365,3,2021,Gas- Commercial,Y,0,0,
93203,1,2021,Gas- Commercial,Y,0,0,
93203,2,2021,Gas- Commercial,Y,0,0,
93203,3,2021,Gas- Commercial,Y,0,0,
93204,1,2021,Gas- Commercial,Y,0,0,
93204,2,2021,Gas- Commercial,Y,0,0,
93204,3,2021,Gas- Commercial,Y,0,0,
93210,1,2021,Gas- Commercial,Y,0,0,
93210,2,2021,Gas- Commercial,Y,0,0,
93210,3,2021,Gas- Commercial,Y,0,0,
93224,1,2021,Gas- Commercial,Y,0,0,
93224,2,2021,Gas- Commercial,Y,0,0,
93224,3,2021,Gas- Commercial,Y,0,0,
93234,1,2021,Gas- Commercial,Y,0,0,
93234,2,2021,Gas- Commercial,Y,0,0,
93234,3,2021,Gas- Commercial,Y,0,0,
93239,1,2021,Gas- Commercial,Y,0,0,
93239,2,2021,Gas- Commercial,Y,0,0,
93239,3,2021,Gas- Commercial,Y,0,0,
93252,1,2021,Gas- Commercial,Y,0,0,
93252,2,2021,Gas- Commercial,Y,0,0,
93252,3,2021,Gas- Commercial,Y,0,0,
93263,1,2021,Gas- Commercial,Y,0,0,
93263,2,2021,Gas- Commercial,Y,0,0,
93263,3,2021,Gas- Commercial,Y,0,0,
93268,1,2021,Gas- Commercial,Y,0,0,
93268,2,2021,Gas- Commercial,Y,0,0,
93268,3,2021,Gas- Commercial,Y,0,0,
93280,1,2021,Gas- Commercial,Y,0,0,
93280,2,2021,Gas- Commercial,Y,0,0,
93280,3,2021,Gas- Commercial,Y,0,0,
93301,1,2021,Gas- Commercial,N,"1,119","310,091",277
93301,2,2021,Gas- Commercial,N,"1,121","222,987",199
93301,3,2021,Gas- Commercial,N,"1,127","226,781",201
93304,1,2021,Gas- Commercial,N,598,"153,363",256
93304,2,2021,Gas- Commercial,N,594,"117,022",197
93304,3,2021,Gas- Commercial,N,601,"118,646",197
93305,1,2021,Gas- Commercial,N,467,"131,263",281
93305,2,2021,Gas- Commercial,N,466,"115,650",248
93305,3,2021,Gas- Commercial,N,469,"101,351",216
93306,1,2021,Gas- Commercial,N,370,"164,921",446
93306,2,2021,Gas- Commercial,N,375,"121,832",325
93306,3,2021,Gas- Commercial,N,374,"122,694",328
93307,1,2021,Gas- Commercial,Y,664,"262,177",395
93307,2,2021,Gas- Commercial,Y,668,"209,662",314
93307,3,2021,Gas- Commercial,Y,667,"207,680",311
93308,1,2021,Gas- Commercial,Y,479,"162,513",339
93308,2,2021,Gas- Commercial,N,475,"126,107",265
93308,3,2021,Gas- Commercial,N,475,"126,241",266
93309,1,2021,Gas- Commercial,N,382,"138,047",361
93309,2,2021,Gas- Commercial,N,382,"102,277",268
93309,3,2021,Gas- Commercial,Y,434,"114,518",264
93311,1,2021,Gas- Commercial,Y,0,0,
93311,2,2021,Gas- Commercial,Y,0,0,
93311,3,2021,Gas- Commercial,Y,0,0,
93313,1,2021,Gas- Commercial,Y,922,"403,653",438
93313,2,2021,Gas- Commercial,Y,920,"306,915",334
93313,3,2021,Gas- Commercial,Y,920,"305,166",332
93314,1,2021,Gas- Commercial,Y,0,0,
93314,2,2021,Gas- Commercial,Y,0,0,
93314,3,2021,Gas- Commercial,Y,0,0,
93432,1,2021,Gas- Commercial,Y,0,0,
93432,2,2021,Gas- Commercial,Y,0,0,
93432,3,2021,Gas- Commercial,Y,0,0,
93446,1,2021,Gas- Commercial,Y,0,0,
93446,2,2021,Gas- Commercial,Y,0,0,
93446,3,2021,Gas- Commercial,Y,0,0,
93450,1,2021,Gas- Commercial,Y,0,0,
93450,2,2021,Gas- Commercial,Y,0,0,
93450,3,2021,Gas- Commercial,Y,0,0,
93461,1,2021,Gas- Commercial,Y,0,0,
93461,2,2021,Gas- Commercial,Y,0,0,
93461,3,2021,Gas- Commercial,Y,0,0,
93516,1,2021,Gas- Commercial,Y,0,0,
93516,2,2021,Gas- Commercial,Y,0,0,
93516,3,2021,Gas- Commercial,Y,0,0,
93523,1,2021,Gas- Commercial,Y,0,0,
93523,2,2021,Gas- Commercial,Y,0,0,
93523,3,2021,Gas- Commercial,Y,0,0,
93555,1,2021,Gas- Commercial,Y,605,"234,881",388
93555,2,2021,Gas- Commercial,Y,607,"166,893",275
93555,3,2021,Gas- Commercial,Y,608,"173,405",285
93561,1,2021,Gas- Commercial,Y,0,0,
93561,2,2021,Gas- Commercial,Y,0,0,
93561,3,2021,Gas- Commercial,Y,0,0,
93562,1,2021,Gas- Commercial,Y,0,0,
93562,2,2021,Gas- Commercial,Y,0,0,
93562,3,2021,Gas- Commercial,Y,0,0,
93608,1,2021,Gas- Commercial,Y,0,0,
93608,2,2021,Gas- Commercial,Y,0,0,
93608,3,2021,Gas- Commercial,Y,0,0,
93610,1,2021,Gas- Commercial,Y,0,0,
93610,2,2021,Gas- Commercial,Y,0,0,
93610,3,2021,Gas- Commercial,Y,0,0,
93611,1,2021,Gas- Commercial,Y,0,0,
93611,2,2021,Gas- Commercial,Y,0,0,
93611,3,2021,Gas- Commercial,Y,0,0,
93612,1,2021,Gas- Commercial,Y,"1,432","706,379",493
93612,2,2021,Gas- Commercial,Y,0,0,
93612,3,2021,Gas- Commercial,Y,0,0,
93616,1,2021,Gas- Commercial,Y,0,0,
93616,2,2021,Gas- Commercial,Y,0,0,
93616,3,2021,Gas- Commercial,Y,0,0,
93619,1,2021,Gas- Commercial,Y,0,0,
93619,2,2021,Gas- Commercial,Y,0,0,
93619,3,2021,Gas- Commercial,Y,0,0,
93620,1,2021,Gas- Commercial,Y,0,0,
93620,2,2021,Gas- Commercial,Y,0,0,
93620,3,2021,Gas- Commercial,Y,0,0,
93622,1,2021,Gas- Commercial,Y,0,0,
93622,2,2021,Gas- Commercial,Y,0,0,
93622,3,2021,Gas- Commercial,Y,0,0,
93625,1,2021,Gas- Commercial,Y,0,0,
93625,2,2021,Gas- Commercial,Y,0,0,
93625,3,2021,Gas- Commercial,Y,0,0,
93627,1,2021,Gas- Commercial,Y,0,0,
93627,2,2021,Gas- Commercial,Y,0,0,
93627,3,2021,Gas- Commercial,Y,0,0,
93630,1,2021,Gas- Commercial,Y,0,0,
93630,2,2021,Gas- Commercial,Y,0,0,
93630,3,2021,Gas- Commercial,Y,0,0,
93635,1,2021,Gas- Commercial,Y,0,0,
