ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
92304,4,2020,Gas- Commercial,Y,0,0,
92304,5,2020,Gas- Commercial,Y,0,0,
92304,6,2020,Gas- Commercial,Y,0,0,
92365,4,2020,Gas- Commercial,Y,0,0,
92365,5,2020,Gas- Commercial,Y,0,0,
92365,6,2020,Gas- Commercial,Y,0,0,
93203,4,2020,Gas- Commercial,Y,0,0,
93203,5,2020,Gas- Commercial,Y,0,0,
93203,6,2020,Gas- Commercial,Y,0,0,
93204,4,2020,Gas- Commercial,Y,0,0,
93204,5,2020,Gas- Commercial,Y,0,0,
93204,6,2020,Gas- Commercial,Y,0,0,
93210,4,2020,Gas- Commercial,Y,0,0,
93210,5,2020,Gas- Commercial,Y,0,0,
93210,6,2020,Gas- Commercial,Y,0,0,
93224,4,2020,Gas- Commercial,Y,0,0,
93224,5,2020,Gas- Commercial,Y,0,0,
93224,6,2020,Gas- Commercial,Y,0,0,
93234,4,2020,Gas- Commercial,Y,0,0,
93234,5,2020,Gas- Commercial,Y,0,0,
93234,6,2020,Gas- Commercial,Y,0,0,
93239,4,2020,Gas- Commercial,Y,0,0,
93239,5,2020,Gas- Commercial,Y,0,0,
93239,6,2020,Gas- Commercial,Y,0,0,
93252,4,2020,Gas- Commercial,Y,0,0,
93252,5,2020,Gas- Commercial,Y,0,0,
93252,6,2020,Gas- Commercial,Y,0,0,
93263,4,2020,Gas- Commercial,Y,0,0,
93263,5,2020,Gas- Commercial,Y,0,0,
93263,6,2020,Gas- Commercial,Y,0,0,
93268,4,2020,Gas- Commercial,Y,0,0,
93268,5,2020,Gas- Commercial,Y,0,0,
93268,6,2020,Gas- Commercial,Y,0,0,
93280,4,2020,Gas- Commercial,Y,0,0,
93280,5,2020,Gas- Commercial,Y,0,0,
93280,6,2020,Gas- Commercial,Y,0,0,
93301,4,2020,Gas- Commercial,N,"1,143","109,779",96
93301,5,2020,Gas- Commercial,N,"1,140","84,909",74
93301,6,2020,Gas- Commercial,N,"1,139","89,987",79
93304,4,2020,Gas- Commercial,N,596,"80,519",135
93304,5,2020,Gas- Commercial,Y,"1,264","151,861",120
93304,6,2020,Gas- Commercial,Y,"1,260","159,191",126
93305,4,2020,Gas- Commercial,N,481,"59,455",124
93305,5,2020,Gas- Commercial,N,482,"47,750",99
93305,6,2020,Gas- Commercial,N,480,"55,297",115
93306,4,2020,Gas- Commercial,N,371,"75,885",205
93306,5,2020,Gas- Commercial,Y,0,0,
93306,6,2020,Gas- Commercial,Y,0,0,
93307,4,2020,Gas- Commercial,Y,"1,305","245,377",188
93307,5,2020,Gas- Commercial,Y,"1,297","189,809",146
93307,6,2020,Gas- Commercial,Y,"1,303","173,199",133
93308,4,2020,Gas- Commercial,N,482,"86,553",180
93308,5,2020,Gas- Commercial,Y,849,"154,429",182
93308,6,2020,Gas- Commercial,Y,845,"135,095",160
93309,4,2020,Gas- Commercial,Y,668,"96,705",145
93309,5,2020,Gas- Commercial,Y,0,0,
93309,6,2020,Gas- Commercial,Y,0,0,
93311,4,2020,Gas- Commercial,Y,0,0,
93311,5,2020,Gas- Commercial,Y,0,0,
