ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
92304,10,2020,Gas- Commercial,Y,0,0,
92304,11,2020,Gas- Commercial,Y,0,0,
92304,12,2020,Gas- Commercial,Y,0,0,
92365,10,2020,Gas- Commercial,Y,0,0,
92365,11,2020,Gas- Commercial,Y,0,0,
92365,12,2020,Gas- Commercial,Y,0,0,
93203,10,2020,Gas- Commercial,Y,0,0,
93203,11,2020,Gas- Commercial,Y,0,0,
93203,12,2020,Gas- Commercial,Y,0,0,
93204,10,2020,Gas- Commercial,Y,116,"14,484",125
93204,11,2020,Gas- Commercial,Y,0,0,
93204,12,2020,Gas- Commercial,Y,0,0,
93210,10,2020,Gas- Commercial,Y,0,0,
93210,11,2020,Gas- Commercial,Y,0,0,
93210,12,2020,Gas- Commercial,Y,0,0,
93224,10,2020,Gas- Commercial,Y,0,0,
93224,11,2020,Gas- Commercial,Y,0,0,
93224,12,2020,Gas- Commercial,Y,0,0,
93234,10,2020,Gas- Commercial,Y,0,0,
93234,11,2020,Gas- Commercial,Y,0,0,
93234,12,2020,Gas- Commercial,Y,0,0,
93239,10,2020,Gas- Commercial,Y,0,0,
93239,11,2020,Gas- Commercial,Y,0,0,
93239,12,2020,Gas- Commercial,Y,47,"15,302",326
93252,10,2020,Gas- Commercial,Y,0,0,
93252,11,2020,Gas- Commercial,Y,0,0,
93252,12,2020,Gas- Commercial,Y,0,0,
93263,10,2020,Gas- Commercial,Y,0,0,
93263,11,2020,Gas- Commercial,Y,0,0,
93263,12,2020,Gas- Commercial,Y,0,0,
93268,10,2020,Gas- Commercial,Y,0,0,
93268,11,2020,Gas- Commercial,Y,0,0,
93268,12,2020,Gas- Commercial,Y,0,0,
93280,10,2020,Gas- Commercial,Y,0,0,
93280,11,2020,Gas- Commercial,Y,0,0,
93280,12,2020,Gas- Commercial,Y,0,0,
93301,10,2020,Gas- Commercial,Y,"4,179","694,779",166
93301,11,2020,Gas- Commercial,N,"1,137","219,505",193
93301,12,2020,Gas- Commercial,N,"1,125","335,947",299
93304,10,2020,Gas- Commercial,Y,0,0,
93304,11,2020,Gas- Commercial,N,600,"109,538",183
93304,12,2020,Gas- Commercial,N,597,"151,686",254
93305,10,2020,Gas- Commercial,Y,0,0,
93305,11,2020,Gas- Commercial,N,475,"89,324",188
93305,12,2020,Gas- Commercial,N,468,"131,761",282
93306,10,2020,Gas- Commercial,Y,0,0,
93306,11,2020,Gas- Commercial,N,368,"140,665",382
93306,12,2020,Gas- Commercial,N,370,"174,872",473
93307,10,2020,Gas- Commercial,Y,0,0,
93307,11,2020,Gas- Commercial,Y,670,"176,201",263
93307,12,2020,Gas- Commercial,Y,666,"263,877",396
93308,10,2020,Gas- Commercial,Y,0,0,
93308,11,2020,Gas- Commercial,N,482,"118,612",246
93308,12,2020,Gas- Commercial,Y,482,"161,421",335
93309,10,2020,Gas- Commercial,Y,0,0,
93309,11,2020,Gas- Commercial,N,386,"91,533",237
93309,12,2020,Gas- Commercial,N,385,"136,321",354
93311,10,2020,Gas- Commercial,Y,0,0,
93311,11,2020,Gas- Commercial,Y,0,0,
93311,12,2020,Gas- Commercial,Y,0,0,
93313,10,2020,Gas- Commercial,Y,841,"140,863",167
93313,11,2020,Gas- Commercial,Y,913,"266,683",292
93313,12,2020,Gas- Commercial,Y,919,"495,568",539
93314,10,2020,Gas- Commercial,Y,0,0,
93314,11,2020,Gas- Commercial,Y,0,0,
93314,12,2020,Gas- Commercial,Y,0,0,
93432,10,2020,Gas- Commercial,Y,0,0,
93432,11,2020,Gas- Commercial,Y,0,0,
93432,12,2020,Gas- Commercial,Y,0,0,
93446,10,2020,Gas- Commercial,Y,0,0,
93446,11,2020,Gas- Commercial,Y,0,0,
93446,12,2020,Gas- Commercial,Y,0,0,
93450,10,2020,Gas- Commercial,Y,0,0,
93450,11,2020,Gas- Commercial,Y,0,0,
93450,12,2020,Gas- Commercial,Y,0,0,
93461,10,2020,Gas- Commercial,Y,0,0,
93461,11,2020,Gas- Commercial,Y,0,0,
93461,12,2020,Gas- Commercial,Y,0,0,
93516,10,2020,Gas- Commercial,Y,0,0,
93516,11,2020,Gas- Commercial,Y,0,0,
93516,12,2020,Gas- Commercial,Y,0,0,
93523,10,2020,Gas- Commercial,Y,0,0,
93523,11,2020,Gas- Commercial,Y,0,0,
93523,12,2020,Gas- Commercial,Y,0,0,
93555,10,2020,Gas- Commercial,Y,599,"67,618",113
93555,11,2020,Gas- Commercial,Y,613,"135,046",220
93555,12,2020,Gas- Commercial,Y,610,"230,534",378
93561,10,2020,Gas- Commercial,Y,0,0,
93561,11,2020,Gas- Commercial,Y,0,0,
93561,12,2020,Gas- Commercial,Y,0,0,
93562,10,2020,Gas- Commercial,Y,0,0,
93562,11,2020,Gas- Commercial,Y,0,0,
93562,12,2020,Gas- Commercial,Y,0,0,
93608,10,2020,Gas- Commercial,Y,0,0,
93608,11,2020,Gas- Commercial,Y,0,0,
93608,12,2020,Gas- Commercial,Y,0,0,
93610,10,2020,Gas- Commercial,Y,0,0,
93610,11,2020,Gas- Commercial,Y,0,0,
93610,12,2020,Gas- Commercial,Y,0,0,
93611,10,2020,Gas- Commercial,Y,0,0,
93611,11,2020,Gas- Commercial,Y,0,0,
93611,12,2020,Gas- Commercial,Y,0,0,
93612,10,2020,Gas- Commercial,Y,0,0,
93612,11,2020,Gas- Commercial,Y,0,0,
93612,12,2020,Gas- Commercial,Y,"1,428","624,022",437
93616,10,2020,Gas- Commercial,Y,0,0,
93616,11,2020,Gas- Commercial,Y,0,0,
93616,12,2020,Gas- Commercial,Y,0,0,
93619,10,2020,Gas- Commercial,Y,0,0,
93619,11,2020,Gas- Commercial,Y,0,0,
93619,12,2020,Gas- Commercial,Y,0,0,
93620,10,2020,Gas- Commercial,Y,0,0,
93620,11,2020,Gas- Commercial,Y,0,0,
93620,12,2020,Gas- Commercial,Y,0,0,
93622,10,2020,Gas- Commercial,Y,0,0,
93622,11,2020,Gas- Commercial,Y,0,0,
93622,12,2020,Gas- Commercial,Y,0,0,
93625,10,2020,Gas- Commercial,Y,0,0,
93625,11,2020,Gas- Commercial,Y,0,0,
93625,12,2020,Gas- Commercial,Y,0,0,
93627,10,2020,Gas- Commercial,Y,0,0,
93627,11,2020,Gas- Commercial,Y,0,0,
93627,12,2020,Gas- Commercial,Y,0,0,
93630,10,2020,Gas- Commercial,Y,0,0,
93630,11,2020,Gas- Commercial,Y,0,0,
93630,12,2020,Gas- Commercial,Y,0,0,
93635,10,2020,Gas- Commercial,Y,686,"168,521",246
93635,11,2020,Gas- Commercial,Y,0,0,
93635,12,2020,Gas- Commercial,Y,0,0,
93636,10,2020,Gas- Commercial,Y,0,0,
93636,11,2020,Gas- Commercial,Y,0,0,
93636,12,2020,Gas- Commercial,Y,0,0,
