ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalThm,AverageTherms
95832,2,2014,Gas- Residential,N,"2,829","149,276",53
95833,2,2014,Gas- Commercial,Y,0,0,
95833,2,2014,Gas- Residential,N,"9,862","447,155",45
95834,2,2014,Gas- Commercial,Y,736,"276,040",375
95834,2,2014,Gas- Residential,N,"8,293","307,905",37
95835,2,2014,Gas- Commercial,Y,0,0,
95835,2,2014,Gas- Residential,Y,"13,002","598,383",46
95836,2,2014,Gas- Commercial,Y,0,0,
95837,2,2014,Gas- Commercial,Y,0,0,
95837,2,2014,Gas- Residential,Y,0,0,
95838,2,2014,Gas- Commercial,Y,330,"109,374",331
95838,2,2014,Gas- Residential,N,"9,749","449,066",46
95841,2,2014,Gas- Commercial,Y,435,"149,248",343
95841,2,2014,Gas- Residential,N,"6,748","306,833",45
95842,2,2014,Gas- Commercial,Y,0,0,
95842,2,2014,Gas- Residential,N,"8,510","366,966",43
95843,2,2014,Gas- Commercial,Y,0,0,
95843,2,2014,Gas- Residential,N,"14,154","687,228",49
95864,2,2014,Gas- Commercial,Y,0,0,
95864,2,2014,Gas- Residential,N,"9,214","697,583",76
95901,2,2014,Gas- Commercial,Y,678,"174,060",257
95901,2,2014,Gas- Residential,N,"8,901","412,310",46
95903,2,2014,Gas- Commercial,Y,0,0,
95912,2,2014,Gas- Commercial,Y,0,0,
95912,2,2014,Gas- Residential,N,911,"40,402",44
95917,2,2014,Gas- Commercial,Y,0,0,
95917,2,2014,Gas- Residential,N,764,"39,148",51
95920,2,2014,Gas- Commercial,Y,0,0,
95920,2,2014,Gas- Residential,Y,0,0,
95926,2,2014,Gas- Commercial,N,982,"139,930",142
95926,2,2014,Gas- Residential,N,"14,497","640,056",44
95928,2,2014,Gas- Commercial,Y,"1,096","203,829",186
95928,2,2014,Gas- Residential,N,"12,739","529,288",42
95932,2,2014,Gas- Commercial,Y,249,"59,437",239
95932,2,2014,Gas- Residential,N,"2,347","117,232",50
95937,2,2014,Gas- Commercial,Y,0,0,
95937,2,2014,Gas- Residential,Y,232,"9,258",40
95938,2,2014,Gas- Commercial,Y,0,0,
95938,2,2014,Gas- Residential,N,"1,087","58,705",54
95943,2,2014,Gas- Commercial,Y,0,0,
95943,2,2014,Gas- Residential,Y,0,0,
95945,2,2014,Gas- Commercial,Y,874,"226,470",259
95945,2,2014,Gas- Residential,N,"6,228","388,631",62
95946,2,2014,Gas- Commercial,Y,0,0,
95946,2,2014,Gas- Residential,Y,277,"22,571",81
95948,2,2014,Gas- Commercial,Y,265,"54,375",205
95948,2,2014,Gas- Residential,N,"3,389","168,654",50
95949,2,2014,Gas- Commercial,Y,0,0,
95949,2,2014,Gas- Residential,N,364,"26,813",74
95951,2,2014,Gas- Commercial,Y,0,0,
95951,2,2014,Gas- Residential,Y,721,"33,021",46
95953,2,2014,Gas- Commercial,Y,0,0,
95953,2,2014,Gas- Residential,N,"2,851","131,871",46
95955,2,2014,Gas- Commercial,Y,0,0,
95955,2,2014,Gas- Residential,N,319,"14,870",47
95957,2,2014,Gas- Commercial,Y,0,0,
95957,2,2014,Gas- Residential,N,149,"7,405",50
95959,2,2014,Gas- Commercial,Y,300,"76,999",257
95959,2,2014,Gas- Residential,Y,"2,860","239,521",84
95960,2,2014,Gas- Residential,Y,0,0,
95961,2,2014,Gas- Commercial,Y,168,"30,830",184
95961,2,2014,Gas- Residential,N,"7,304","334,312",46
95963,2,2014,Gas- Commercial,Y,405,"77,064",190
95963,2,2014,Gas- Residential,N,"3,052","128,923",42
95965,2,2014,Gas- Commercial,Y,0,0,
95965,2,2014,Gas- Residential,N,"4,580","208,629",46
95966,2,2014,Gas- Commercial,Y,0,0,
95966,2,2014,Gas- Residential,N,"5,567","283,692",51
95968,2,2014,Gas- Commercial,Y,0,0,
95968,2,2014,Gas- Residential,N,408,"19,074",47
95969,2,2014,Gas- Commercial,Y,864,"177,807",206
95969,2,2014,Gas- Residential,N,"10,622","699,628",66
95970,2,2014,Gas- Commercial,Y,0,0,
95970,2,2014,Gas- Residential,Y,154,"7,639",50
95973,2,2014,Gas- Commercial,N,447,"56,709",127
95973,2,2014,Gas- Residential,N,"10,113","449,312",44
95974,2,2014,Gas- Residential,N,106,"6,794",64
95975,2,2014,Gas- Commercial,Y,0,0,
95975,2,2014,Gas- Residential,Y,0,0,
95982,2,2014,Gas- Commercial,Y,0,0,
95982,2,2014,Gas- Residential,N,"1,051","47,430",45
95987,2,2014,Gas- Commercial,Y,157,"34,829",222
95987,2,2014,Gas- Residential,N,"1,358","65,646",48
95988,2,2014,Gas- Commercial,Y,0,0,
95988,2,2014,Gas- Residential,N,"2,708","121,976",45
95991,2,2014,Gas- Commercial,N,943,"170,929",181
95991,2,2014,Gas- Residential,N,"13,073","630,139",48
95993,2,2014,Gas- Commercial,N,400,"75,354",188
95993,2,2014,Gas- Residential,N,"11,085","600,265",54
96001,2,2014,Gas- Commercial,N,792,"200,095",253
96001,2,2014,Gas- Residential,Y,"8,517","515,331",61
96002,2,2014,Gas- Commercial,N,820,"156,867",191
96002,2,2014,Gas- Residential,N,"9,282","550,145",59
96003,2,2014,Gas- Commercial,Y,585,"136,050",233
96003,2,2014,Gas- Residential,N,"10,973","611,258",56
96007,2,2014,Gas- Commercial,Y,371,"67,094",181
96007,2,2014,Gas- Residential,Y,"4,602","225,980",49
96013,2,2014,Gas- Commercial,Y,203,"47,347",233
96013,2,2014,Gas- Residential,N,"1,559","100,790",65
96019,2,2014,Gas- Commercial,Y,0,0,
96019,2,2014,Gas- Residential,N,"2,853","151,309",53
96021,2,2014,Gas- Commercial,N,185,"34,659",187
96021,2,2014,Gas- Residential,N,"2,712","111,837",41
96022,2,2014,Gas- Commercial,Y,0,0,
96022,2,2014,Gas- Residential,N,"1,289","65,116",51
96028,2,2014,Gas- Commercial,Y,0,0,
96028,2,2014,Gas- Residential,N,335,"20,955",63
96035,2,2014,Gas- Commercial,Y,0,0,
96035,2,2014,Gas- Residential,N,424,"17,279",41
96056,2,2014,Gas- Commercial,Y,0,0,
96056,2,2014,Gas- Residential,N,103,"7,471",73
96076,2,2014,Gas- Commercial,Y,0,0,
96076,2,2014,Gas- Residential,Y,0,0,
96080,2,2014,Gas- Commercial,Y,623,"123,145",198
96080,2,2014,Gas- Residential,N,"6,700","324,289",48
96087,2,2014,Gas- Residential,Y,0,0,
96088,2,2014,Gas- Commercial,Y,0,0,
96088,2,2014,Gas- Residential,Y,0,0,
96090,2,2014,Gas- Residential,N,147,"6,263",43
92304,3,2014,Gas- Commercial,Y,0,0,
92304,3,2014,Gas- Residential,Y,0,0,
92365,3,2014,Gas- Commercial,Y,0,0,
92365,3,2014,Gas- Residential,Y,0,0,
93203,3,2014,Gas- Commercial,Y,0,0,
93203,3,2014,Gas- Residential,Y,0,0,
93204,3,2014,Gas- Commercial,Y,0,0,
93204,3,2014,Gas- Residential,N,"2,206","68,352",31
93210,3,2014,Gas- Commercial,Y,0,0,
93210,3,2014,Gas- Residential,Y,0,0,
93224,3,2014,Gas- Commercial,Y,0,0,
93224,3,2014,Gas- Residential,Y,0,0,
93234,3,2014,Gas- Commercial,Y,0,0,
93234,3,2014,Gas- Residential,Y,"1,350","41,261",31
93239,3,2014,Gas- Commercial,Y,0,0,
93239,3,2014,Gas- Residential,N,336,"8,847",26
93252,3,2014,Gas- Commercial,Y,0,0,
93252,3,2014,Gas- Residential,N,386,"11,212",29
93263,3,2014,Gas- Commercial,Y,0,0,
93263,3,2014,Gas- Residential,Y,0,0,
93268,3,2014,Gas- Commercial,Y,274,"22,482",82
93268,3,2014,Gas- Residential,Y,"4,777","152,178",32
93280,3,2014,Gas- Commercial,Y,0,0,
93301,3,2014,Gas- Commercial,N,"1,209","139,055",115
93301,3,2014,Gas- Residential,N,"4,733","128,159",27
93304,3,2014,Gas- Commercial,Y,0,0,
93304,3,2014,Gas- Residential,N,"14,793","450,767",30
93305,3,2014,Gas- Commercial,N,508,"77,406",152
93305,3,2014,Gas- Residential,N,"10,415","322,038",31
93306,3,2014,Gas- Commercial,N,361,"93,018",258
93306,3,2014,Gas- Residential,N,"19,872","592,546",30
93307,3,2014,Gas- Commercial,Y,"1,765","302,572",171
93307,3,2014,Gas- Residential,Y,"19,452","601,436",31
93308,3,2014,Gas- Commercial,Y,506,"79,448",157
93308,3,2014,Gas- Residential,N,"5,826","174,490",30
93309,3,2014,Gas- Commercial,Y,439,"81,084",185
93309,3,2014,Gas- Residential,Y,"12,230","320,107",26
93311,3,2014,Gas- Commercial,Y,0,0,
93311,3,2014,Gas- Residential,N,"8,275","241,840",29
93312,3,2014,Gas- Residential,Y,0,0,
93313,3,2014,Gas- Commercial,Y,0,0,
93313,3,2014,Gas- Residential,N,"12,705","369,344",29
93314,3,2014,Gas- Commercial,Y,0,0,
93314,3,2014,Gas- Residential,Y,941,"27,193",29
93432,3,2014,Gas- Commercial,Y,0,0,
93446,3,2014,Gas- Commercial,Y,0,0,
93446,3,2014,Gas- Residential,Y,0,0,
93450,3,2014,Gas- Commercial,Y,0,0,
93450,3,2014,Gas- Residential,N,116,"3,568",31
93451,3,2014,Gas- Residential,Y,0,0,
93461,3,2014,Gas- Commercial,Y,0,0,
93461,3,2014,Gas- Residential,Y,312,"11,267",36
93465,3,2014,Gas- Residential,Y,0,0,
93516,3,2014,Gas- Commercial,Y,0,0,
93516,3,2014,Gas- Residential,Y,779,"33,333",43
93523,3,2014,Gas- Commercial,Y,0,0,
93523,3,2014,Gas- Residential,N,377,"14,010",37
93526,3,2014,Gas- Residential,Y,0,0,
93555,3,2014,Gas- Commercial,Y,672,"96,271",143
93555,3,2014,Gas- Residential,N,"12,063","366,024",30
93561,3,2014,Gas- Commercial,Y,0,0,
93561,3,2014,Gas- Residential,N,"1,359","85,647",63
93562,3,2014,Gas- Commercial,Y,0,0,
93562,3,2014,Gas- Residential,N,731,"18,300",25
93606,3,2014,Gas- Residential,N,215,"6,762",31
93608,3,2014,Gas- Commercial,Y,0,0,
93608,3,2014,Gas- Residential,Y,101,"3,172",31
93610,3,2014,Gas- Commercial,Y,0,0,
93610,3,2014,Gas- Residential,N,"4,037","120,531",30
93611,3,2014,Gas- Commercial,Y,"1,047","243,568",233
93611,3,2014,Gas- Residential,N,"15,314","453,584",30
93612,3,2014,Gas- Commercial,N,911,"139,406",153
93612,3,2014,Gas- Residential,N,"12,694","328,820",26
93616,3,2014,Gas- Commercial,Y,0,0,
93616,3,2014,Gas- Residential,Y,0,0,
93619,3,2014,Gas- Commercial,Y,0,0,
93619,3,2014,Gas- Residential,N,"6,942","215,571",31
93620,3,2014,Gas- Commercial,Y,0,0,
93620,3,2014,Gas- Residential,N,"2,030","62,323",31
93622,3,2014,Gas- Commercial,Y,0,0,
93622,3,2014,Gas- Residential,N,"2,053","59,019",29
93625,3,2014,Gas- Commercial,Y,0,0,
93625,3,2014,Gas- Residential,Y,"1,664","49,350",30
93627,3,2014,Gas- Commercial,Y,0,0,
93627,3,2014,Gas- Residential,Y,0,0,
93630,3,2014,Gas- Commercial,Y,0,0,
93630,3,2014,Gas- Residential,N,"4,140","114,585",28
93631,3,2014,Gas- Commercial,Y,0,0,
93635,3,2014,Gas- Commercial,N,434,"69,101",159
93635,3,2014,Gas- Residential,N,"10,822","311,444",29
93636,3,2014,Gas- Commercial,Y,0,0,
93636,3,2014,Gas- Residential,Y,0,0,
93637,3,2014,Gas- Commercial,Y,928,"262,234",283
93637,3,2014,Gas- Residential,N,"9,839","279,442",28
93638,3,2014,Gas- Commercial,Y,503,"79,250",158
93638,3,2014,Gas- Residential,N,"7,636","222,421",29
93640,3,2014,Gas- Commercial,Y,0,0,
93640,3,2014,Gas- Residential,N,"2,311","75,051",32
93650,3,2014,Gas- Commercial,N,122,"12,819",105
93650,3,2014,Gas- Residential,N,"1,052","34,460",33
93657,3,2014,Gas- Commercial,Y,0,0,
93657,3,2014,Gas- Residential,N,"7,046","206,432",29
93660,3,2014,Gas- Commercial,Y,0,0,
93660,3,2014,Gas- Residential,N,882,"24,644",28
93662,3,2014,Gas- Commercial,Y,456,"100,480",220
93662,3,2014,Gas- Residential,N,"5,863","176,557",30
93665,3,2014,Gas- Residential,N,189,"5,889",31
93667,3,2014,Gas- Residential,Y,0,0,
93668,3,2014,Gas- Commercial,Y,0,0,
93668,3,2014,Gas- Residential,N,193,"4,917",25
93701,3,2014,Gas- Commercial,Y,0,0,
93701,3,2014,Gas- Residential,N,"3,243","88,943",27
93702,3,2014,Gas- Commercial,N,433,"53,285",123
93702,3,2014,Gas- Residential,N,"11,243","338,084",30
93703,3,2014,Gas- Commercial,N,566,"67,631",119
93703,3,2014,Gas- Residential,N,"9,363","277,391",30
93704,3,2014,Gas- Commercial,Y,0,0,
93704,3,2014,Gas- Residential,N,"11,104","350,456",32
93705,3,2014,Gas- Commercial,Y,0,0,
93705,3,2014,Gas- Residential,N,"11,640","360,568",31
93706,3,2014,Gas- Commercial,Y,828,"209,178",253
93706,3,2014,Gas- Residential,N,"8,045","256,528",32
93710,3,2014,Gas- Commercial,Y,863,"150,905",175
93710,3,2014,Gas- Residential,N,"10,607","298,099",28
93711,3,2014,Gas- Commercial,N,"1,148","130,013",113
93711,3,2014,Gas- Residential,N,"15,277","540,670",35
93720,3,2014,Gas- Commercial,Y,959,"204,461",213
93720,3,2014,Gas- Residential,N,"17,199","538,689",31
93721,3,2014,Gas- Commercial,Y,774,"215,343",278
93721,3,2014,Gas- Residential,N,"1,225","33,154",27
93722,3,2014,Gas- Commercial,N,808,"116,592",144
93722,3,2014,Gas- Residential,N,"24,682","699,875",28
93723,3,2014,Gas- Commercial,Y,0,0,
93723,3,2014,Gas- Residential,N,"2,003","61,312",31
93725,3,2014,Gas- Commercial,Y,0,0,
93725,3,2014,Gas- Residential,N,"5,114","147,187",29
93726,3,2014,Gas- Commercial,Y,"1,249","223,653",179
93726,3,2014,Gas- Residential,N,"13,743","384,230",28
93727,3,2014,Gas- Commercial,N,997,"143,692",144
93727,3,2014,Gas- Residential,N,"20,526","586,179",29
93728,3,2014,Gas- Commercial,Y,437,"52,360",120
93728,3,2014,Gas- Residential,N,"5,082","160,612",32
93730,3,2014,Gas- Commercial,Y,0,0,
93730,3,2014,Gas- Residential,Y,"3,656","130,595",36
93737,3,2014,Gas- Residential,N,525,"12,395",24
93740,3,2014,Gas- Commercial,Y,0,0,
93741,3,2014,Gas- Commercial,Y,0,0,
93901,3,2014,Gas- Commercial,Y,"1,130","217,093",192
93901,3,2014,Gas- Residential,N,"8,882","327,440",37
93905,3,2014,Gas- Commercial,N,341,"85,954",252
93905,3,2014,Gas- Residential,N,"11,849","405,547",34
93906,3,2014,Gas- Commercial,N,366,"101,287",277
93906,3,2014,Gas- Residential,N,"15,398","505,894",33
93907,3,2014,Gas- Commercial,Y,0,0,
93907,3,2014,Gas- Residential,N,"4,946","174,332",35
93908,3,2014,Gas- Commercial,Y,0,0,
93908,3,2014,Gas- Residential,N,"3,009","159,621",53
93920,3,2014,Gas- Residential,Y,0,0,
93921,3,2014,Gas- Commercial,N,152,"48,453",319
93921,3,2014,Gas- Residential,N,"1,643","84,551",51
93923,3,2014,Gas- Commercial,Y,398,"89,405",225
93923,3,2014,Gas- Residential,N,"5,304","334,711",63
93924,3,2014,Gas- Commercial,Y,0,0,
93924,3,2014,Gas- Residential,N,"1,406","83,978",60
93925,3,2014,Gas- Commercial,Y,0,0,
93925,3,2014,Gas- Residential,N,242,"7,879",33
93926,3,2014,Gas- Commercial,Y,89,"8,645",97
93926,3,2014,Gas- Residential,N,"2,011","65,880",33
93927,3,2014,Gas- Commercial,Y,0,0,
93927,3,2014,Gas- Residential,Y,"3,722","128,634",35
93930,3,2014,Gas- Commercial,Y,669,"160,970",241
93930,3,2014,Gas- Residential,Y,"3,301","117,250",36
93933,3,2014,Gas- Commercial,N,271,"45,499",168
93933,3,2014,Gas- Residential,N,"7,037","224,651",32
93940,3,2014,Gas- Commercial,Y,"1,279","518,112",405
93940,3,2014,Gas- Residential,Y,"11,130","456,108",41
93943,3,2014,Gas- Residential,Y,0,0,
93944,3,2014,Gas- Commercial,Y,0,0,
93950,3,2014,Gas- Commercial,Y,0,0,
93950,3,2014,Gas- Residential,N,"6,800","263,601",39
93953,3,2014,Gas- Commercial,Y,0,0,
93953,3,2014,Gas- Residential,N,"2,625","197,494",75
93955,3,2014,Gas- Commercial,N,459,"101,331",221
93955,3,2014,Gas- Residential,N,"8,258","329,788",40
93960,3,2014,Gas- Commercial,Y,0,0,
93960,3,2014,Gas- Residential,N,"3,875","134,755",35
93962,3,2014,Gas- Residential,N,263,"10,309",39
94002,3,2014,Gas- Commercial,N,440,"92,750",211
94002,3,2014,Gas- Residential,N,"9,339","388,434",42
94005,3,2014,Gas- Commercial,N,131,"53,832",411
94005,3,2014,Gas- Residential,N,"1,633","54,597",33
94010,3,2014,Gas- Commercial,N,810,"350,325",433
94010,3,2014,Gas- Residential,N,"14,374","851,072",59
94014,3,2014,Gas- Commercial,N,372,"103,728",279
94014,3,2014,Gas- Residential,N,"11,224","373,620",33
94015,3,2014,Gas- Commercial,N,253,"177,965",703
94015,3,2014,Gas- Residential,N,"14,814","563,208",38
94018,3,2014,Gas- Residential,N,"1,615","63,240",39
94019,3,2014,Gas- Commercial,N,211,"56,597",268
94019,3,2014,Gas- Residential,N,"3,914","175,306",45
94020,3,2014,Gas- Residential,Y,0,0,
94022,3,2014,Gas- Commercial,Y,0,0,
94022,3,2014,Gas- Residential,N,"6,527","420,469",64
94024,3,2014,Gas- Commercial,Y,0,0,
94024,3,2014,Gas- Residential,N,"7,463","438,402",59
94025,3,2014,Gas- Commercial,Y,922,"521,707",566
94025,3,2014,Gas- Residential,N,"14,705","676,788",46
94027,3,2014,Gas- Commercial,Y,0,0,
94027,3,2014,Gas- Residential,N,"2,356","299,702",127
94028,3,2014,Gas- Commercial,Y,0,0,
94028,3,2014,Gas- Residential,N,"2,216","187,757",85
94030,3,2014,Gas- Commercial,Y,0,0,
94030,3,2014,Gas- Residential,N,"7,092","309,456",44
94037,3,2014,Gas- Residential,N,764,"33,807",44
94038,3,2014,Gas- Commercial,Y,0,0,
94038,3,2014,Gas- Residential,N,589,"26,258",45
94040,3,2014,Gas- Commercial,Y,0,0,
94040,3,2014,Gas- Residential,N,"9,817","387,284",39
94041,3,2014,Gas- Commercial,Y,0,0,
94041,3,2014,Gas- Residential,N,"5,135","171,069",33
94043,3,2014,Gas- Commercial,Y,"1,634","793,774",486
94043,3,2014,Gas- Residential,N,"8,364","309,197",37
94044,3,2014,Gas- Commercial,Y,286,"70,132",245
94044,3,2014,Gas- Residential,N,"12,595","507,920",40
94061,3,2014,Gas- Commercial,Y,397,"111,491",281
94061,3,2014,Gas- Residential,N,"12,236","459,548",38
94062,3,2014,Gas- Commercial,Y,0,0,
94062,3,2014,Gas- Residential,N,"8,567","521,957",61
94063,3,2014,Gas- Commercial,N,"1,074","327,041",305
94063,3,2014,Gas- Residential,N,"6,665","240,010",36
94065,3,2014,Gas- Commercial,Y,0,0,
94065,3,2014,Gas- Residential,N,"4,178","137,762",33
94066,3,2014,Gas- Commercial,Y,652,"283,336",435
94066,3,2014,Gas- Residential,N,"11,122","457,918",41
94070,3,2014,Gas- Commercial,N,"1,015","190,292",187
94070,3,2014,Gas- Residential,N,"11,099","469,490",42
94080,3,2014,Gas- Commercial,N,"1,051","789,498",751
94080,3,2014,Gas- Residential,N,"17,109","640,221",37
94085,3,2014,Gas- Commercial,N,396,"256,272",647
94085,3,2014,Gas- Residential,N,"5,254","190,886",36
94086,3,2014,Gas- Commercial,N,361,"140,340",389
94086,3,2014,Gas- Residential,N,"12,042","478,853",40
94087,3,2014,Gas- Commercial,Y,0,0,
94087,3,2014,Gas- Residential,N,"16,952","690,738",41
94089,3,2014,Gas- Commercial,Y,0,0,
94089,3,2014,Gas- Residential,N,"3,295","131,062",40
94102,3,2014,Gas- Commercial,N,418,"275,500",659
94102,3,2014,Gas- Residential,N,"5,391","281,348",52
94103,3,2014,Gas- Commercial,N,"1,043","305,005",292
94103,3,2014,Gas- Residential,N,"5,758","223,300",39
94104,3,2014,Gas- Commercial,N,57,"61,412","1,077"
94104,3,2014,Gas- Residential,Y,0,0,
94105,3,2014,Gas- Commercial,N,147,"167,699","1,141"
94105,3,2014,Gas- Residential,N,191,"26,822",140
94107,3,2014,Gas- Commercial,Y,755,"314,518",417
94107,3,2014,Gas- Residential,Y,"5,289","218,727",41
94108,3,2014,Gas- Commercial,N,391,"146,293",374
94108,3,2014,Gas- Residential,Y,"3,511","192,294",55
94109,3,2014,Gas- Commercial,N,607,"290,078",478
94109,3,2014,Gas- Residential,N,"19,698","927,127",47
94110,3,2014,Gas- Commercial,N,935,"227,423",243
94110,3,2014,Gas- Residential,N,"21,694","670,537",31
94111,3,2014,Gas- Commercial,N,226,"199,544",883
94111,3,2014,Gas- Residential,Y,0,0,
94112,3,2014,Gas- Commercial,Y,637,"160,204",251
94112,3,2014,Gas- Residential,N,"17,844","661,539",37
94114,3,2014,Gas- Commercial,Y,478,"103,757",217
94114,3,2014,Gas- Residential,N,"14,009","483,304",34
94115,3,2014,Gas- Commercial,N,438,"150,065",343
94115,3,2014,Gas- Residential,N,"10,632","573,198",54
94116,3,2014,Gas- Commercial,Y,381,"126,237",331
94116,3,2014,Gas- Residential,N,"11,729","468,492",40
94117,3,2014,Gas- Commercial,Y,0,0,
94117,3,2014,Gas- Residential,N,"15,621","582,943",37
94118,3,2014,Gas- Commercial,Y,919,"277,843",302
94118,3,2014,Gas- Residential,N,"14,485","571,095",39
94121,3,2014,Gas- Commercial,N,275,"79,020",287
94121,3,2014,Gas- Residential,N,"14,463","524,920",36
94122,3,2014,Gas- Commercial,N,454,"115,183",254
94122,3,2014,Gas- Residential,N,"17,762","615,286",35
94123,3,2014,Gas- Commercial,N,430,"100,874",235
94123,3,2014,Gas- Residential,N,"11,885","514,563",43
94124,3,2014,Gas- Commercial,N,602,"112,524",187
94124,3,2014,Gas- Residential,N,"7,620","288,898",38
94127,3,2014,Gas- Commercial,Y,0,0,
94127,3,2014,Gas- Residential,N,"6,139","297,734",48
94128,3,2014,Gas- Commercial,Y,0,0,
94129,3,2014,Gas- Commercial,Y,0,0,
94129,3,2014,Gas- Residential,N,651,"61,341",94
94131,3,2014,Gas- Commercial,Y,0,0,
94131,3,2014,Gas- Residential,N,"9,669","369,910",38
94132,3,2014,Gas- Commercial,Y,0,0,
94132,3,2014,Gas- Residential,N,"5,485","326,313",59
94133,3,2014,Gas- Commercial,N,555,"232,968",420
94133,3,2014,Gas- Residential,N,"7,423","297,277",40
94134,3,2014,Gas- Commercial,N,148,"44,523",301
94134,3,2014,Gas- Residential,N,"8,228","307,145",37
94158,3,2014,Gas- Commercial,Y,0,0,
94158,3,2014,Gas- Residential,Y,0,0,
94303,3,2014,Gas- Commercial,Y,0,0,
94303,3,2014,Gas- Residential,N,"5,663","237,768",42
94304,3,2014,Gas- Commercial,Y,0,0,
94305,3,2014,Gas- Commercial,Y,0,0,
94305,3,2014,Gas- Residential,Y,865,"115,935",134
94306,3,2014,Gas- Commercial,Y,0,0,
94306,3,2014,Gas- Residential,Y,0,0,
94401,3,2014,Gas- Commercial,N,640,"157,729",246
94401,3,2014,Gas- Residential,N,"8,780","340,752",39
94402,3,2014,Gas- Commercial,Y,0,0,
94402,3,2014,Gas- Residential,N,"8,584","439,521",51
94403,3,2014,Gas- Commercial,Y,"1,055","704,031",667
94403,3,2014,Gas- Residential,N,"12,758","522,891",41
94404,3,2014,Gas- Commercial,Y,0,0,
94404,3,2014,Gas- Residential,N,"9,624","390,548",41
94501,3,2014,Gas- Commercial,N,637,"185,112",291
94501,3,2014,Gas- Residential,N,"19,265","714,723",37
94502,3,2014,Gas- Commercial,Y,0,0,
94502,3,2014,Gas- Residential,N,"5,023","162,515",32
94503,3,2014,Gas- Commercial,Y,0,0,
94503,3,2014,Gas- Residential,N,"5,171","188,443",36
94505,3,2014,Gas- Commercial,Y,0,0,
94505,3,2014,Gas- Residential,N,"4,381","149,357",34
94506,3,2014,Gas- Commercial,Y,146,"71,331",489
94506,3,2014,Gas- Residential,N,"7,974","442,924",56
94507,3,2014,Gas- Commercial,Y,111,"26,889",242
94507,3,2014,Gas- Residential,N,"5,269","383,315",73
94508,3,2014,Gas- Commercial,Y,0,0,
94508,3,2014,Gas- Residential,N,752,"48,132",64
94509,3,2014,Gas- Commercial,Y,"1,093","183,261",168
94509,3,2014,Gas- Residential,N,"20,712","663,707",32
94510,3,2014,Gas- Commercial,N,530,"62,327",118
94510,3,2014,Gas- Residential,N,"10,127","326,564",32
94512,3,2014,Gas- Residential,Y,0,0,
94513,3,2014,Gas- Commercial,N,693,"82,797",119
94513,3,2014,Gas- Residential,N,"17,676","572,666",32
94514,3,2014,Gas- Commercial,Y,0,0,
94514,3,2014,Gas- Residential,N,"1,159","34,509",30
94515,3,2014,Gas- Commercial,N,153,"33,583",219
94515,3,2014,Gas- Residential,N,"1,630","62,351",38
94517,3,2014,Gas- Commercial,Y,0,0,
94517,3,2014,Gas- Residential,N,"4,024","174,290",43
94518,3,2014,Gas- Commercial,Y,668,"146,014",219
94518,3,2014,Gas- Residential,N,"9,224","322,828",35
94519,3,2014,Gas- Commercial,Y,0,0,
94519,3,2014,Gas- Residential,N,"6,517","224,075",34
94520,3,2014,Gas- Commercial,N,993,"248,770",251
94520,3,2014,Gas- Residential,N,"10,697","340,731",32
94521,3,2014,Gas- Commercial,N,267,"54,169",203
94521,3,2014,Gas- Residential,N,"15,131","523,442",35
94523,3,2014,Gas- Commercial,Y,0,0,
94523,3,2014,Gas- Residential,N,"11,702","428,633",37
94525,3,2014,Gas- Commercial,Y,0,0,
94525,3,2014,Gas- Residential,Y,"1,516","54,583",36
94526,3,2014,Gas- Commercial,Y,0,0,
94526,3,2014,Gas- Residential,N,"11,664","590,690",51
94528,3,2014,Gas- Commercial,Y,0,0,
94528,3,2014,Gas- Residential,N,363,"31,756",87
94530,3,2014,Gas- Commercial,N,297,"54,920",185
94530,3,2014,Gas- Residential,N,"9,667","351,766",36
94531,3,2014,Gas- Commercial,Y,363,"61,095",168
94531,3,2014,Gas- Residential,N,"12,447","411,347",33
94533,3,2014,Gas- Commercial,N,830,"300,110",362
94533,3,2014,Gas- Residential,Y,"21,931","770,016",35
94534,3,2014,Gas- Commercial,N,324,"117,159",362
94534,3,2014,Gas- Residential,N,"11,988","413,001",34
94535,3,2014,Gas- Commercial,Y,0,0,
94535,3,2014,Gas- Residential,Y,0,0,
94536,3,2014,Gas- Commercial,Y,0,0,
94536,3,2014,Gas- Residential,N,"21,126","713,831",34
94538,3,2014,Gas- Commercial,Y,"1,759","640,899",364
94538,3,2014,Gas- Residential,N,"15,366","529,972",34
94539,3,2014,Gas- Commercial,Y,0,0,
94539,3,2014,Gas- Residential,N,"15,276","552,721",36
94541,3,2014,Gas- Commercial,N,707,"138,052",195
94541,3,2014,Gas- Residential,N,"18,804","643,123",34
94542,3,2014,Gas- Commercial,Y,0,0,
94542,3,2014,Gas- Residential,N,"3,820","177,845",47
94544,3,2014,Gas- Commercial,Y,764,"194,034",254
94544,3,2014,Gas- Residential,N,"19,431","694,307",36
94545,3,2014,Gas- Commercial,N,"1,175","315,931",269
94545,3,2014,Gas- Residential,N,"8,592","281,914",33
94546,3,2014,Gas- Commercial,N,481,"92,234",192
94546,3,2014,Gas- Residential,N,"15,326","555,673",36
94547,3,2014,Gas- Commercial,Y,0,0,
94547,3,2014,Gas- Residential,N,"8,024","271,052",34
94548,3,2014,Gas- Residential,Y,0,0,
94549,3,2014,Gas- Commercial,Y,543,"137,702",254
94549,3,2014,Gas- Residential,N,"9,750","567,300",58
