ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalThm,AverageTherms
93625,1,2014,Gas- Commercial,Y,0,0,
93625,1,2014,Gas- Residential,Y,"1,667","113,065",68
93627,1,2014,Gas- Commercial,Y,0,0,
93627,1,2014,Gas- Residential,Y,0,0,
93630,1,2014,Gas- Commercial,Y,222,"67,434",304
93630,1,2014,Gas- Residential,N,"4,140","235,997",57
93631,1,2014,Gas- Commercial,Y,0,0,
93635,1,2014,Gas- Commercial,N,437,"115,902",265
93635,1,2014,Gas- Residential,N,"10,794","688,005",64
93636,1,2014,Gas- Commercial,Y,0,0,
93636,1,2014,Gas- Residential,Y,0,0,
93637,1,2014,Gas- Commercial,Y,921,"385,952",419
93637,1,2014,Gas- Residential,N,"9,832","621,389",63
93638,1,2014,Gas- Commercial,Y,308,"97,196",316
93638,1,2014,Gas- Residential,N,"7,643","374,982",49
93640,1,2014,Gas- Commercial,Y,0,0,
93640,1,2014,Gas- Residential,N,"2,324","115,708",50
93650,1,2014,Gas- Commercial,N,123,"26,726",217
93650,1,2014,Gas- Residential,N,"1,050","64,844",62
93657,1,2014,Gas- Commercial,Y,0,0,
93657,1,2014,Gas- Residential,N,"7,026","427,858",61
93660,1,2014,Gas- Commercial,Y,0,0,
93660,1,2014,Gas- Residential,N,880,"42,582",48
93662,1,2014,Gas- Commercial,Y,782,"328,267",420
93662,1,2014,Gas- Residential,N,"5,848","352,422",60
93665,1,2014,Gas- Residential,N,184,"10,380",56
93667,1,2014,Gas- Residential,Y,0,0,
93668,1,2014,Gas- Commercial,Y,0,0,
93668,1,2014,Gas- Residential,N,195,"11,231",58
93701,1,2014,Gas- Commercial,Y,0,0,
93701,1,2014,Gas- Residential,N,"3,237","155,230",48
93702,1,2014,Gas- Commercial,N,429,"86,663",202
93702,1,2014,Gas- Residential,N,"11,263","629,884",56
93703,1,2014,Gas- Commercial,N,575,"112,422",196
93703,1,2014,Gas- Residential,N,"9,350","585,533",63
93704,1,2014,Gas- Commercial,Y,0,0,
93704,1,2014,Gas- Residential,N,"11,067","840,794",76
93705,1,2014,Gas- Commercial,Y,0,0,
93705,1,2014,Gas- Residential,N,"11,612","761,186",66
93706,1,2014,Gas- Commercial,N,603,"289,890",481
93706,1,2014,Gas- Residential,N,"8,054","480,640",60
93710,1,2014,Gas- Commercial,Y,860,"265,439",309
93710,1,2014,Gas- Residential,N,"10,578","634,527",60
93711,1,2014,Gas- Commercial,N,"1,155","238,151",206
93711,1,2014,Gas- Residential,N,"15,249","1,300,868",85
93720,1,2014,Gas- Commercial,Y,965,"327,943",340
93720,1,2014,Gas- Residential,N,"17,172","1,298,715",76
93721,1,2014,Gas- Commercial,Y,766,"340,915",445
93721,1,2014,Gas- Residential,N,"1,223","60,266",49
93722,1,2014,Gas- Commercial,Y,808,"214,655",266
93722,1,2014,Gas- Residential,N,"24,528","1,511,402",62
93723,1,2014,Gas- Commercial,Y,0,0,
93723,1,2014,Gas- Residential,N,"1,999","143,345",72
93725,1,2014,Gas- Commercial,Y,0,0,
93725,1,2014,Gas- Residential,N,"5,102","289,999",57
93726,1,2014,Gas- Commercial,Y,"1,257","378,075",301
93726,1,2014,Gas- Residential,N,"13,746","839,013",61
93727,1,2014,Gas- Commercial,N,995,"305,487",307
93727,1,2014,Gas- Residential,N,"20,385","1,310,547",64
93728,1,2014,Gas- Commercial,Y,444,"81,941",185
93728,1,2014,Gas- Residential,N,"5,065","339,497",67
93730,1,2014,Gas- Commercial,Y,0,0,
93730,1,2014,Gas- Residential,Y,"3,629","329,557",91
93737,1,2014,Gas- Residential,N,516,"30,463",59
93740,1,2014,Gas- Commercial,Y,0,0,
93741,1,2014,Gas- Commercial,Y,0,0,
93901,1,2014,Gas- Commercial,Y,"1,135","314,957",277
93901,1,2014,Gas- Residential,N,"8,842","452,993",51
93905,1,2014,Gas- Commercial,Y,427,"109,393",256
93905,1,2014,Gas- Residential,N,"11,801","454,312",38
93906,1,2014,Gas- Commercial,Y,614,"179,741",293
93906,1,2014,Gas- Residential,N,"15,327","675,611",44
93907,1,2014,Gas- Commercial,Y,0,0,
93907,1,2014,Gas- Residential,N,"4,930","235,987",48
93908,1,2014,Gas- Commercial,Y,0,0,
93908,1,2014,Gas- Residential,N,"3,008","251,964",84
93920,1,2014,Gas- Residential,Y,0,0,
93921,1,2014,Gas- Commercial,N,143,"47,055",329
93921,1,2014,Gas- Residential,N,"1,642","103,718",63
93923,1,2014,Gas- Commercial,Y,398,"104,154",262
93923,1,2014,Gas- Residential,N,"5,276","412,744",78
93924,1,2014,Gas- Commercial,Y,0,0,
93924,1,2014,Gas- Residential,N,"1,395","106,888",77
93925,1,2014,Gas- Commercial,Y,0,0,
93925,1,2014,Gas- Residential,N,241,"9,408",39
93926,1,2014,Gas- Commercial,Y,0,0,
93926,1,2014,Gas- Residential,N,"2,004","84,758",42
93927,1,2014,Gas- Commercial,Y,0,0,
93927,1,2014,Gas- Residential,Y,"3,724","158,681",43
93930,1,2014,Gas- Commercial,Y,658,"195,429",297
93930,1,2014,Gas- Residential,Y,"3,322","158,098",48
93933,1,2014,Gas- Commercial,N,264,"55,599",211
93933,1,2014,Gas- Residential,N,"6,985","330,329",47
93940,1,2014,Gas- Commercial,Y,"1,273","609,862",479
93940,1,2014,Gas- Residential,Y,"11,102","616,640",56
93943,1,2014,Gas- Residential,Y,0,0,
93944,1,2014,Gas- Commercial,Y,0,0,
93950,1,2014,Gas- Commercial,Y,0,0,
93950,1,2014,Gas- Residential,N,"6,764","351,690",52
93953,1,2014,Gas- Commercial,Y,0,0,
93953,1,2014,Gas- Residential,N,"2,623","245,019",93
93955,1,2014,Gas- Commercial,N,458,"127,135",278
93955,1,2014,Gas- Residential,N,"8,223","452,826",55
93960,1,2014,Gas- Commercial,Y,0,0,
93960,1,2014,Gas- Residential,N,"3,876","164,122",42
93962,1,2014,Gas- Residential,N,263,"15,483",59
94002,1,2014,Gas- Commercial,N,434,"129,872",299
94002,1,2014,Gas- Residential,N,"9,323","589,456",63
94005,1,2014,Gas- Commercial,N,130,"86,884",668
94005,1,2014,Gas- Residential,N,"1,629","88,677",54
94010,1,2014,Gas- Commercial,N,808,"444,693",550
94010,1,2014,Gas- Residential,N,"14,378","1,357,066",94
94014,1,2014,Gas- Commercial,N,370,"123,892",335
94014,1,2014,Gas- Residential,N,"11,184","471,044",42
94015,1,2014,Gas- Commercial,N,252,"190,414",756
94015,1,2014,Gas- Residential,N,"14,816","712,800",48
94018,1,2014,Gas- Residential,N,"1,610","81,886",51
94019,1,2014,Gas- Commercial,N,210,"60,487",288
94019,1,2014,Gas- Residential,N,"3,908","237,940",61
94020,1,2014,Gas- Residential,Y,0,0,
94022,1,2014,Gas- Commercial,Y,359,"139,312",388
94022,1,2014,Gas- Residential,N,"6,539","781,670",120
94024,1,2014,Gas- Commercial,Y,0,0,
94024,1,2014,Gas- Residential,N,"7,467","823,803",110
94025,1,2014,Gas- Commercial,Y,737,"662,547",899
94025,1,2014,Gas- Residential,N,"14,685","1,263,739",86
94027,1,2014,Gas- Commercial,Y,0,0,
94027,1,2014,Gas- Residential,N,"2,367","515,924",218
94028,1,2014,Gas- Commercial,Y,0,0,
94028,1,2014,Gas- Residential,N,"2,212","283,164",128
94030,1,2014,Gas- Commercial,Y,256,"171,161",669
94030,1,2014,Gas- Residential,N,"7,114","461,518",65
94037,1,2014,Gas- Residential,N,764,"44,332",58
94038,1,2014,Gas- Commercial,Y,0,0,
94038,1,2014,Gas- Residential,N,588,"38,179",65
94040,1,2014,Gas- Commercial,Y,0,0,
94040,1,2014,Gas- Residential,N,"9,787","692,902",71
94041,1,2014,Gas- Commercial,Y,0,0,
94041,1,2014,Gas- Residential,N,"5,130","299,262",58
94043,1,2014,Gas- Commercial,Y,"1,777","1,218,974",686
94043,1,2014,Gas- Residential,N,"8,350","523,823",63
94044,1,2014,Gas- Commercial,Y,0,0,
94044,1,2014,Gas- Residential,N,"12,589","622,552",49
94061,1,2014,Gas- Commercial,Y,397,"158,883",400
94061,1,2014,Gas- Residential,N,"12,254","799,715",65
94062,1,2014,Gas- Commercial,Y,0,0,
94062,1,2014,Gas- Residential,N,"8,566","866,131",101
94063,1,2014,Gas- Commercial,N,"1,076","442,447",411
94063,1,2014,Gas- Residential,N,"6,666","377,835",57
94065,1,2014,Gas- Commercial,Y,0,0,
94065,1,2014,Gas- Residential,N,"4,172","246,729",59
94066,1,2014,Gas- Commercial,Y,0,0,
94066,1,2014,Gas- Residential,N,"11,108","634,983",57
94070,1,2014,Gas- Commercial,N,"1,009","260,954",259
94070,1,2014,Gas- Residential,N,"11,097","772,280",70
94080,1,2014,Gas- Commercial,Y,"1,725","1,155,165",670
94080,1,2014,Gas- Residential,N,"17,097","867,883",51
94085,1,2014,Gas- Commercial,N,400,"392,184",980
94085,1,2014,Gas- Residential,N,"5,243","297,110",57
94086,1,2014,Gas- Commercial,N,359,"220,112",613
94086,1,2014,Gas- Residential,N,"11,997","777,997",65
94087,1,2014,Gas- Commercial,Y,0,0,
94087,1,2014,Gas- Residential,N,"16,924","1,283,937",76
94089,1,2014,Gas- Commercial,Y,0,0,
94089,1,2014,Gas- Residential,N,"3,298","211,027",64
94102,1,2014,Gas- Commercial,N,410,"296,431",723
94102,1,2014,Gas- Residential,N,"5,402","314,123",58
94103,1,2014,Gas- Commercial,N,"1,054","363,713",345
94103,1,2014,Gas- Residential,N,"5,763","258,643",45
94104,1,2014,Gas- Commercial,N,57,"71,691","1,258"
94104,1,2014,Gas- Residential,Y,0,0,
94105,1,2014,Gas- Commercial,N,148,"200,913","1,358"
94105,1,2014,Gas- Residential,N,191,"28,584",150
94107,1,2014,Gas- Commercial,Y,756,"387,385",512
94107,1,2014,Gas- Residential,Y,"5,242","271,886",52
94108,1,2014,Gas- Commercial,N,387,"166,285",430
94108,1,2014,Gas- Residential,Y,"3,511","182,962",52
94109,1,2014,Gas- Commercial,N,606,"314,699",519
94109,1,2014,Gas- Residential,N,"19,606","1,045,029",53
94110,1,2014,Gas- Commercial,N,928,"266,887",288
94110,1,2014,Gas- Residential,N,"21,638","902,464",42
94111,1,2014,Gas- Commercial,N,222,"264,308","1,191"
94111,1,2014,Gas- Residential,Y,0,0,
94112,1,2014,Gas- Commercial,Y,636,"200,116",315
94112,1,2014,Gas- Residential,N,"17,784","852,454",48
94114,1,2014,Gas- Commercial,Y,474,"115,383",243
94114,1,2014,Gas- Residential,N,"13,994","637,539",46
94115,1,2014,Gas- Commercial,N,438,"183,355",419
94115,1,2014,Gas- Residential,N,"10,625","664,618",63
94116,1,2014,Gas- Commercial,Y,380,"143,998",379
94116,1,2014,Gas- Residential,N,"11,618","557,136",48
94117,1,2014,Gas- Commercial,Y,0,0,
94117,1,2014,Gas- Residential,N,"15,586","703,082",45
94118,1,2014,Gas- Commercial,Y,908,"320,985",354
94118,1,2014,Gas- Residential,N,"14,443","748,233",52
94121,1,2014,Gas- Commercial,N,275,"86,820",316
94121,1,2014,Gas- Residential,N,"14,429","685,670",48
94122,1,2014,Gas- Commercial,N,448,"120,063",268
94122,1,2014,Gas- Residential,N,"17,652","819,058",46
94123,1,2014,Gas- Commercial,N,426,"111,099",261
94123,1,2014,Gas- Residential,N,"11,867","681,540",57
94124,1,2014,Gas- Commercial,N,594,"153,745",259
94124,1,2014,Gas- Residential,N,"7,602","375,026",49
94127,1,2014,Gas- Commercial,Y,0,0,
94127,1,2014,Gas- Residential,N,"6,106","381,538",62
94128,1,2014,Gas- Commercial,Y,0,0,
94129,1,2014,Gas- Commercial,Y,0,0,
94129,1,2014,Gas- Residential,N,651,"81,320",125
94131,1,2014,Gas- Commercial,Y,0,0,
94131,1,2014,Gas- Residential,N,"9,638","480,623",50
94132,1,2014,Gas- Commercial,Y,0,0,
94132,1,2014,Gas- Residential,N,"5,458","403,756",74
94133,1,2014,Gas- Commercial,N,551,"247,758",450
94133,1,2014,Gas- Residential,N,"7,433","368,625",50
94134,1,2014,Gas- Commercial,N,147,"53,918",367
94134,1,2014,Gas- Residential,N,"8,175","399,610",49
94158,1,2014,Gas- Commercial,Y,0,0,
94158,1,2014,Gas- Residential,Y,0,0,
94303,1,2014,Gas- Commercial,Y,0,0,
94303,1,2014,Gas- Residential,N,"5,651","382,194",68
94305,1,2014,Gas- Commercial,Y,0,0,
94305,1,2014,Gas- Residential,Y,867,"184,347",213
94306,1,2014,Gas- Commercial,Y,0,0,
94306,1,2014,Gas- Residential,Y,0,0,
94401,1,2014,Gas- Commercial,N,639,"194,738",305
94401,1,2014,Gas- Residential,N,"8,762","517,265",59
94402,1,2014,Gas- Commercial,Y,0,0,
94402,1,2014,Gas- Residential,N,"8,588","731,115",85
94403,1,2014,Gas- Commercial,Y,742,"424,299",572
94403,1,2014,Gas- Residential,N,"12,707","836,000",66
94404,1,2014,Gas- Commercial,Y,317,"498,776","1,573"
94404,1,2014,Gas- Residential,N,"9,603","688,203",72
94501,1,2014,Gas- Commercial,N,641,"240,995",376
94501,1,2014,Gas- Residential,N,"19,237","1,154,297",60
94502,1,2014,Gas- Commercial,Y,0,0,
94502,1,2014,Gas- Residential,N,"5,019","318,413",63
94503,1,2014,Gas- Commercial,Y,0,0,
94503,1,2014,Gas- Residential,N,"5,164","333,124",65
94505,1,2014,Gas- Commercial,Y,0,0,
94505,1,2014,Gas- Residential,N,"4,377","335,020",77
94506,1,2014,Gas- Commercial,Y,146,"89,248",611
94506,1,2014,Gas- Residential,N,"7,952","742,970",93
94507,1,2014,Gas- Commercial,Y,0,0,
94507,1,2014,Gas- Residential,N,"5,272","686,437",130
94508,1,2014,Gas- Commercial,Y,0,0,
94508,1,2014,Gas- Residential,N,754,"49,969",66
94509,1,2014,Gas- Commercial,Y,887,"194,579",219
94509,1,2014,Gas- Residential,N,"20,624","1,228,560",60
94510,1,2014,Gas- Commercial,N,531,"112,190",211
94510,1,2014,Gas- Residential,N,"10,124","570,734",56
94512,1,2014,Gas- Residential,Y,0,0,
94513,1,2014,Gas- Commercial,Y,864,"177,020",205
94513,1,2014,Gas- Residential,N,"17,598","1,170,029",66
94514,1,2014,Gas- Commercial,Y,0,0,
94514,1,2014,Gas- Residential,N,"1,157","81,797",71
94515,1,2014,Gas- Commercial,N,154,"39,394",256
94515,1,2014,Gas- Residential,N,"1,631","107,363",66
94517,1,2014,Gas- Commercial,Y,0,0,
94517,1,2014,Gas- Residential,N,"4,021","277,366",69
94518,1,2014,Gas- Commercial,Y,449,"114,870",256
94518,1,2014,Gas- Residential,N,"9,214","626,866",68
94519,1,2014,Gas- Commercial,Y,0,0,
94519,1,2014,Gas- Residential,N,"6,516","418,804",64
94520,1,2014,Gas- Commercial,N,985,"366,965",373
94520,1,2014,Gas- Residential,N,"10,712","577,589",54
94521,1,2014,Gas- Commercial,N,269,"69,102",257
94521,1,2014,Gas- Residential,N,"15,124","882,847",58
94523,1,2014,Gas- Commercial,Y,0,0,
94523,1,2014,Gas- Residential,N,"11,704","807,921",69
94525,1,2014,Gas- Commercial,Y,0,0,
94525,1,2014,Gas- Residential,Y,"1,514","90,270",60
94526,1,2014,Gas- Commercial,Y,0,0,
94526,1,2014,Gas- Residential,N,"11,649","1,088,558",93
94528,1,2014,Gas- Commercial,Y,0,0,
94528,1,2014,Gas- Residential,N,364,"53,914",148
94530,1,2014,Gas- Commercial,Y,300,"73,662",246
94530,1,2014,Gas- Residential,N,"9,664","486,479",50
94531,1,2014,Gas- Commercial,Y,0,0,
94531,1,2014,Gas- Residential,N,"12,423","755,702",61
94533,1,2014,Gas- Commercial,Y,852,"408,552",480
94533,1,2014,Gas- Residential,Y,"21,869","1,378,040",63
94534,1,2014,Gas- Commercial,N,326,"182,646",560
94534,1,2014,Gas- Residential,N,"11,982","836,206",70
94535,1,2014,Gas- Commercial,Y,0,0,
94535,1,2014,Gas- Residential,Y,0,0,
94536,1,2014,Gas- Commercial,Y,0,0,
94536,1,2014,Gas- Residential,N,"21,067","1,247,648",59
94538,1,2014,Gas- Commercial,N,"1,283","738,770",576
94538,1,2014,Gas- Residential,N,"15,352","835,173",54
94539,1,2014,Gas- Commercial,Y,481,"212,439",442
94539,1,2014,Gas- Residential,N,"15,264","966,822",63
94541,1,2014,Gas- Commercial,N,713,"183,402",257
94541,1,2014,Gas- Residential,N,"18,746","965,663",52
94542,1,2014,Gas- Commercial,Y,0,0,
94542,1,2014,Gas- Residential,N,"3,808","230,221",60
94544,1,2014,Gas- Commercial,Y,772,"299,507",388
94544,1,2014,Gas- Residential,N,"19,431","1,061,664",55
94545,1,2014,Gas- Commercial,N,"1,163","444,836",382
94545,1,2014,Gas- Residential,N,"8,575","464,020",54
94546,1,2014,Gas- Commercial,N,483,"116,432",241
94546,1,2014,Gas- Residential,N,"15,306","889,877",58
94547,1,2014,Gas- Commercial,Y,0,0,
94547,1,2014,Gas- Residential,N,"8,018","434,242",54
94548,1,2014,Gas- Residential,Y,0,0,
94549,1,2014,Gas- Commercial,Y,766,"313,569",409
94549,1,2014,Gas- Residential,N,"9,741","983,263",101
94550,1,2014,Gas- Commercial,N,671,"252,625",376
94550,1,2014,Gas- Residential,N,"16,018","1,183,622",74
94551,1,2014,Gas- Commercial,Y,870,"288,339",331
94551,1,2014,Gas- Residential,N,"12,089","741,645",61
94552,1,2014,Gas- Commercial,Y,0,0,
94552,1,2014,Gas- Residential,N,"4,606","247,639",54
94553,1,2014,Gas- Commercial,Y,"1,188","489,472",412
94553,1,2014,Gas- Residential,N,"17,201","1,044,925",61
94555,1,2014,Gas- Commercial,Y,0,0,
94555,1,2014,Gas- Residential,N,"10,968","616,297",56
94556,1,2014,Gas- Commercial,Y,0,0,
94556,1,2014,Gas- Residential,N,"5,470","515,548",94
94558,1,2014,Gas- Commercial,Y,900,"257,117",286
94558,1,2014,Gas- Residential,N,"20,092","1,539,715",77
94559,1,2014,Gas- Commercial,N,640,"136,853",214
94559,1,2014,Gas- Residential,N,"9,540","594,677",62
94560,1,2014,Gas- Commercial,Y,675,"343,650",509
94560,1,2014,Gas- Residential,N,"12,335","688,211",56
94561,1,2014,Gas- Commercial,Y,0,0,
94561,1,2014,Gas- Residential,Y,"11,040","718,783",65
94563,1,2014,Gas- Commercial,N,155,"65,977",426
94563,1,2014,Gas- Residential,N,"6,438","682,378",106
94564,1,2014,Gas- Commercial,Y,571,"180,413",316
94564,1,2014,Gas- Residential,N,"6,374","381,294",60
94565,1,2014,Gas- Commercial,N,653,"192,740",295
94565,1,2014,Gas- Residential,N,"26,048","1,391,522",53
94566,1,2014,Gas- Commercial,N,700,"241,967",346
94566,1,2014,Gas- Residential,N,"13,634","1,136,798",83
94568,1,2014,Gas- Commercial,Y,"1,557","857,877",551
94568,1,2014,Gas- Residential,N,"16,750","967,466",58
94569,1,2014,Gas- Commercial,Y,0,0,
94569,1,2014,Gas- Residential,Y,0,0,
94571,1,2014,Gas- Commercial,Y,170,"37,871",223
94571,1,2014,Gas- Residential,Y,"3,925","244,757",62
94572,1,2014,Gas- Commercial,Y,0,0,
94572,1,2014,Gas- Residential,N,"2,893","155,576",54
94574,1,2014,Gas- Commercial,Y,283,"100,610",356
94574,1,2014,Gas- Residential,N,"2,925","227,343",78
94576,1,2014,Gas- Commercial,Y,0,0,
94576,1,2014,Gas- Residential,N,172,"11,447",67
94577,1,2014,Gas- Commercial,N,"1,231","395,089",321
94577,1,2014,Gas- Residential,N,"14,367","816,245",57
94578,1,2014,Gas- Commercial,Y,671,"229,809",342
94578,1,2014,Gas- Residential,N,"10,611","551,467",52
94579,1,2014,Gas- Commercial,Y,0,0,
94579,1,2014,Gas- Residential,N,"6,069","382,117",63
94580,1,2014,Gas- Commercial,Y,0,0,
94580,1,2014,Gas- Residential,N,"8,315","483,673",58
94582,1,2014,Gas- Commercial,Y,0,0,
94582,1,2014,Gas- Residential,N,"12,772","769,051",60
94583,1,2014,Gas- Commercial,Y,0,0,
94583,1,2014,Gas- Residential,N,"12,785","907,942",71
94585,1,2014,Gas- Commercial,N,218,"58,518",268
94585,1,2014,Gas- Residential,N,"8,736","560,064",64
94586,1,2014,Gas- Commercial,Y,0,0,
94586,1,2014,Gas- Residential,N,251,"22,272",89
94587,1,2014,Gas- Commercial,Y,"1,090","426,237",391
94587,1,2014,Gas- Residential,N,"18,098","1,124,050",62
94588,1,2014,Gas- Commercial,N,534,"453,954",850
94588,1,2014,Gas- Residential,N,"9,870","771,264",78
94589,1,2014,Gas- Commercial,Y,272,"75,894",279
94589,1,2014,Gas- Residential,N,"8,563","535,033",62
94590,1,2014,Gas- Commercial,N,757,"151,290",200
94590,1,2014,Gas- Residential,N,"12,763","678,014",53
94591,1,2014,Gas- Commercial,N,282,"73,565",261
94591,1,2014,Gas- Residential,N,"17,788","1,014,487",57
94595,1,2014,Gas- Commercial,Y,0,0,
94595,1,2014,Gas- Residential,N,"6,840","438,887",64
94596,1,2014,Gas- Commercial,Y,754,"398,356",528
94596,1,2014,Gas- Residential,N,"6,298","549,727",87
94597,1,2014,Gas- Commercial,Y,0,0,
94597,1,2014,Gas- Residential,N,"8,200","483,520",59
94598,1,2014,Gas- Commercial,N,253,"163,987",648
94598,1,2014,Gas- Residential,N,"9,442","846,419",90
94599,1,2014,Gas- Commercial,Y,0,0,
94599,1,2014,Gas- Residential,N,930,"62,127",67
94601,1,2014,Gas- Commercial,N,483,"150,320",311
94601,1,2014,Gas- Residential,N,"12,950","565,348",44
94602,1,2014,Gas- Commercial,N,204,"62,199",305
94602,1,2014,Gas- Residential,N,"10,798","534,232",49
94603,1,2014,Gas- Commercial,Y,0,0,
94603,1,2014,Gas- Residential,N,"9,097","453,113",50
94605,1,2014,Gas- Commercial,Y,596,"190,998",320
94605,1,2014,Gas- Residential,N,"14,480","823,402",57
94606,1,2014,Gas- Commercial,Y,578,"153,371",265
94606,1,2014,Gas- Residential,N,"11,669","521,763",45
94607,1,2014,Gas- Commercial,N,526,"183,900",350
94607,1,2014,Gas- Residential,N,"5,662","326,575",58
94608,1,2014,Gas- Commercial,N,557,"317,734",570
94608,1,2014,Gas- Residential,N,"8,400","419,596",50
94609,1,2014,Gas- Commercial,N,356,"99,754",280
94609,1,2014,Gas- Residential,N,"8,397","381,614",45
94610,1,2014,Gas- Commercial,Y,0,0,
94610,1,2014,Gas- Residential,N,"10,098","621,545",62
94611,1,2014,Gas- Commercial,Y,446,"140,511",315
94611,1,2014,Gas- Residential,N,"13,615","895,561",66
94612,1,2014,Gas- Commercial,N,393,"183,550",467
94612,1,2014,Gas- Residential,N,"2,438","162,597",67
94613,1,2014,Gas- Commercial,Y,0,0,
94613,1,2014,Gas- Residential,Y,0,0,
94618,1,2014,Gas- Commercial,Y,0,0,
94618,1,2014,Gas- Residential,N,"6,891","392,884",57
94619,1,2014,Gas- Commercial,Y,0,0,
94619,1,2014,Gas- Residential,Y,"8,733","457,776",52
94621,1,2014,Gas- Commercial,Y,525,"253,363",483
94621,1,2014,Gas- Residential,N,"7,760","400,414",52
94702,1,2014,Gas- Commercial,Y,545,"126,368",232
94702,1,2014,Gas- Residential,N,"6,643","339,591",51
94703,1,2014,Gas- Commercial,Y,0,0,
94703,1,2014,Gas- Residential,N,"7,949","358,831",45
94704,1,2014,Gas- Commercial,Y,417,"211,370",507
94704,1,2014,Gas- Residential,Y,"5,299","204,632",39
94705,1,2014,Gas- Commercial,N,184,"45,825",249
94705,1,2014,Gas- Residential,N,"5,152","317,274",62
94706,1,2014,Gas- Commercial,Y,0,0,
94706,1,2014,Gas- Residential,N,"5,937","294,355",50
94707,1,2014,Gas- Commercial,Y,0,0,
94707,1,2014,Gas- Residential,N,"4,873","312,264",64
94708,1,2014,Gas- Commercial,Y,0,0,
94708,1,2014,Gas- Residential,N,"4,477","279,897",63
94709,1,2014,Gas- Commercial,Y,0,0,
94709,1,2014,Gas- Residential,N,"4,074","183,337",45
94710,1,2014,Gas- Commercial,Y,"1,033","368,909",357
94710,1,2014,Gas- Residential,N,"2,527","113,735",45
94720,1,2014,Gas- Commercial,Y,0,0,
94720,1,2014,Gas- Residential,Y,0,0,
94801,1,2014,Gas- Commercial,Y,0,0,
94801,1,2014,Gas- Residential,N,"8,546","387,780",45
94803,1,2014,Gas- Commercial,Y,0,0,
94803,1,2014,Gas- Residential,N,"9,080","522,905",58
94804,1,2014,Gas- Commercial,Y,667,"276,714",415
94804,1,2014,Gas- Residential,N,"13,318","664,669",50
94805,1,2014,Gas- Commercial,Y,0,0,
94805,1,2014,Gas- Residential,N,"4,822","244,844",51
94806,1,2014,Gas- Commercial,Y,654,"237,076",363
94806,1,2014,Gas- Residential,N,"18,155","851,813",47
94901,1,2014,Gas- Commercial,N,"1,052","220,420",210
94901,1,2014,Gas- Residential,N,"12,042","830,483",69
94903,1,2014,Gas- Commercial,N,354,"140,348",396
94903,1,2014,Gas- Residential,N,"9,766","799,056",82
94904,1,2014,Gas- Commercial,Y,0,0,
94904,1,2014,Gas- Residential,N,"2,787","227,809",82
94920,1,2014,Gas- Commercial,N,118,"17,272",146
94920,1,2014,Gas- Residential,N,"4,747","394,059",83
94925,1,2014,Gas- Commercial,Y,0,0,
94925,1,2014,Gas- Residential,N,"3,495","257,798",74
94928,1,2014,Gas- Commercial,Y,494,"125,757",255
94928,1,2014,Gas- Residential,N,"12,213","799,228",65
94930,1,2014,Gas- Commercial,Y,0,0,
94930,1,2014,Gas- Residential,N,213,"16,693",78
94931,1,2014,Gas- Commercial,N,216,"36,967",171
94931,1,2014,Gas- Residential,N,"2,965","187,553",63
94939,1,2014,Gas- Commercial,Y,461,"142,061",308
94939,1,2014,Gas- Residential,Y,"3,684","265,832",72
94941,1,2014,Gas- Commercial,N,448,"132,034",295
94941,1,2014,Gas- Residential,N,"10,730","815,028",76
94945,1,2014,Gas- Commercial,Y,495,"145,870",295
94945,1,2014,Gas- Residential,N,"6,187","460,201",74
94947,1,2014,Gas- Commercial,Y,0,0,
94947,1,2014,Gas- Residential,N,"8,160","639,125",78
94949,1,2014,Gas- Commercial,N,381,"65,675",172
94949,1,2014,Gas- Residential,N,"5,715","439,251",77
94951,1,2014,Gas- Commercial,Y,0,0,
94951,1,2014,Gas- Residential,N,"1,102","93,364",85
94952,1,2014,Gas- Commercial,N,745,"214,903",288
94952,1,2014,Gas- Residential,N,"10,395","780,870",75
94954,1,2014,Gas- Commercial,N,459,"145,758",318
94954,1,2014,Gas- Residential,N,"11,906","843,596",71
94957,1,2014,Gas- Residential,N,716,"106,666",149
94960,1,2014,Gas- Commercial,Y,257,"42,476",165
94960,1,2014,Gas- Residential,N,"5,125","441,812",86
94964,1,2014,Gas- Residential,Y,0,0,
94965,1,2014,Gas- Commercial,N,286,"53,536",187
94965,1,2014,Gas- Residential,N,"3,848","238,840",62
95002,1,2014,Gas- Commercial,Y,0,0,
95002,1,2014,Gas- Residential,N,399,"24,725",62
95003,1,2014,Gas- Commercial,N,298,"70,771",237
95003,1,2014,Gas- Residential,N,"8,454","490,538",58
95004,1,2014,Gas- Commercial,Y,0,0,
95004,1,2014,Gas- Residential,N,427,"23,744",56
95005,1,2014,Gas- Commercial,Y,0,0,
95005,1,2014,Gas- Residential,N,"1,484","128,691",87
95006,1,2014,Gas- Commercial,N,69,"13,316",193
95006,1,2014,Gas- Residential,N,593,"47,752",81
95007,1,2014,Gas- Residential,N,231,"20,982",91
95008,1,2014,Gas- Commercial,Y,"1,098","338,430",308
95008,1,2014,Gas- Residential,N,"14,623","926,093",63
95010,1,2014,Gas- Commercial,N,303,"72,231",238
95010,1,2014,Gas- Residential,N,"3,683","175,171",48
95012,1,2014,Gas- Commercial,Y,0,0,
95012,1,2014,Gas- Residential,N,"1,992","96,819",49
95013,1,2014,Gas- Commercial,Y,0,0,
95013,1,2014,Gas- Residential,Y,0,0,
