ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
92304,7,2019,Gas- Commercial,Y,0,0,
92304,8,2019,Gas- Commercial,Y,0,0,
92304,9,2019,Gas- Commercial,Y,0,0,
92365,7,2019,Gas- Commercial,Y,0,0,
92365,8,2019,Gas- Commercial,Y,0,0,
92365,9,2019,Gas- Commercial,Y,0,0,
93203,7,2019,Gas- Commercial,Y,0,0,
93203,8,2019,Gas- Commercial,Y,0,0,
93203,9,2019,Gas- Commercial,Y,0,0,
93204,7,2019,Gas- Commercial,Y,0,0,
93204,8,2019,Gas- Commercial,Y,0,0,
93204,9,2019,Gas- Commercial,Y,0,0,
93210,7,2019,Gas- Commercial,Y,0,0,
93210,8,2019,Gas- Commercial,Y,0,0,
93210,9,2019,Gas- Commercial,Y,0,0,
93224,7,2019,Gas- Commercial,Y,0,0,
93224,8,2019,Gas- Commercial,Y,0,0,
93224,9,2019,Gas- Commercial,Y,0,0,
93234,7,2019,Gas- Commercial,Y,0,0,
93234,8,2019,Gas- Commercial,Y,0,0,
93234,9,2019,Gas- Commercial,Y,0,0,
93239,7,2019,Gas- Commercial,Y,0,0,
93239,8,2019,Gas- Commercial,Y,0,0,
93239,9,2019,Gas- Commercial,Y,0,0,
93252,7,2019,Gas- Commercial,Y,0,0,
93252,8,2019,Gas- Commercial,Y,0,0,
93252,9,2019,Gas- Commercial,Y,0,0,
93263,7,2019,Gas- Commercial,Y,0,0,
93263,8,2019,Gas- Commercial,Y,0,0,
93263,9,2019,Gas- Commercial,Y,0,0,
93268,7,2019,Gas- Commercial,Y,0,0,
93268,8,2019,Gas- Commercial,Y,0,0,
93268,9,2019,Gas- Commercial,Y,0,0,
93301,7,2019,Gas- Commercial,Y,"1,636","146,961",90
93301,8,2019,Gas- Commercial,N,"1,142","104,034",91
93301,9,2019,Gas- Commercial,N,"1,144","102,413",90
93304,7,2019,Gas- Commercial,N,594,"85,143",143
93304,8,2019,Gas- Commercial,N,595,"86,664",146
93304,9,2019,Gas- Commercial,N,594,"85,571",144
93305,7,2019,Gas- Commercial,Y,0,0,
93305,8,2019,Gas- Commercial,N,483,"47,757",99
93305,9,2019,Gas- Commercial,N,482,"51,296",106
93306,7,2019,Gas- Commercial,Y,0,0,
93306,8,2019,Gas- Commercial,Y,0,0,
93306,9,2019,Gas- Commercial,Y,0,0,
93307,7,2019,Gas- Commercial,Y,666,"86,214",129
93307,8,2019,Gas- Commercial,Y,673,"97,517",145
93307,9,2019,Gas- Commercial,Y,670,"91,972",137
93308,7,2019,Gas- Commercial,Y,855,"155,152",181
93308,8,2019,Gas- Commercial,Y,861,"152,462",177
93308,9,2019,Gas- Commercial,Y,861,"160,924",187
93309,7,2019,Gas- Commercial,N,385,"51,159",133
93309,8,2019,Gas- Commercial,N,383,"53,574",140
93309,9,2019,Gas- Commercial,N,382,"54,992",144
93311,7,2019,Gas- Commercial,Y,0,0,
93311,8,2019,Gas- Commercial,Y,0,0,
93311,9,2019,Gas- Commercial,Y,0,0,
93313,7,2019,Gas- Commercial,Y,899,"121,707",135
93313,8,2019,Gas- Commercial,Y,900,"125,455",139
93313,9,2019,Gas- Commercial,Y,903,"137,887",153
93314,7,2019,Gas- Commercial,Y,0,0,
93314,8,2019,Gas- Commercial,Y,0,0,
93314,9,2019,Gas- Commercial,Y,0,0,
93432,7,2019,Gas- Commercial,Y,0,0,
93432,8,2019,Gas- Commercial,Y,0,0,
93432,9,2019,Gas- Commercial,Y,0,0,
93446,7,2019,Gas- Commercial,Y,0,0,
93446,8,2019,Gas- Commercial,Y,0,0,
93446,9,2019,Gas- Commercial,Y,0,0,
93450,7,2019,Gas- Commercial,Y,0,0,
93450,8,2019,Gas- Commercial,Y,0,0,
93450,9,2019,Gas- Commercial,Y,0,0,
93461,7,2019,Gas- Commercial,Y,0,0,
93461,8,2019,Gas- Commercial,Y,0,0,
93461,9,2019,Gas- Commercial,Y,0,0,
