ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
92304,1,2020,Gas- Commercial,Y,0,0,
92304,2,2020,Gas- Commercial,Y,0,0,
92304,3,2020,Gas- Commercial,Y,0,0,
92365,1,2020,Gas- Commercial,Y,0,0,
92365,2,2020,Gas- Commercial,Y,0,0,
92365,3,2020,Gas- Commercial,Y,0,0,
93203,1,2020,Gas- Commercial,Y,0,0,
93203,2,2020,Gas- Commercial,Y,0,0,
93203,3,2020,Gas- Commercial,Y,0,0,
93204,1,2020,Gas- Commercial,Y,0,0,
93204,2,2020,Gas- Commercial,Y,0,0,
93204,3,2020,Gas- Commercial,Y,114,"25,218",221
93210,1,2020,Gas- Commercial,Y,0,0,
93210,2,2020,Gas- Commercial,Y,0,0,
93210,3,2020,Gas- Commercial,Y,0,0,
93224,1,2020,Gas- Commercial,Y,0,0,
93224,2,2020,Gas- Commercial,Y,0,0,
93224,3,2020,Gas- Commercial,Y,0,0,
93234,1,2020,Gas- Commercial,Y,0,0,
93234,2,2020,Gas- Commercial,Y,0,0,
93234,3,2020,Gas- Commercial,Y,0,0,
93239,1,2020,Gas- Commercial,Y,46,"17,588",382
93239,2,2020,Gas- Commercial,Y,0,0,
93239,3,2020,Gas- Commercial,Y,0,0,
93252,1,2020,Gas- Commercial,Y,0,0,
93252,2,2020,Gas- Commercial,Y,0,0,
93252,3,2020,Gas- Commercial,Y,0,0,
93263,1,2020,Gas- Commercial,Y,0,0,
93263,2,2020,Gas- Commercial,Y,0,0,
93263,3,2020,Gas- Commercial,Y,0,0,
93268,1,2020,Gas- Commercial,Y,0,0,
93268,2,2020,Gas- Commercial,Y,0,0,
93268,3,2020,Gas- Commercial,Y,0,0,
93301,1,2020,Gas- Commercial,N,"1,152","383,269",333
93301,2,2020,Gas- Commercial,N,"1,148","253,914",221
93301,3,2020,Gas- Commercial,N,"1,149","182,913",159
93304,1,2020,Gas- Commercial,N,604,"195,002",323
93304,2,2020,Gas- Commercial,N,602,"147,327",245
93304,3,2020,Gas- Commercial,N,601,"116,071",193
93305,1,2020,Gas- Commercial,N,478,"158,377",331
93305,2,2020,Gas- Commercial,N,475,"116,010",244
93305,3,2020,Gas- Commercial,N,480,"90,540",189
93306,1,2020,Gas- Commercial,N,368,"189,395",515
