ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
,,,Gas-,,,,
92304,7,2021,Gas- Commercial,Y,0,0,
92304,8,2021,Gas- Commercial,Y,0,0,
92304,9,2021,Gas- Commercial,Y,0,0,
92365,7,2021,Gas- Commercial,Y,0,0,
92365,8,2021,Gas- Commercial,Y,0,0,
92365,9,2021,Gas- Commercial,Y,0,0,
93203,7,2021,Gas- Commercial,Y,0,0,
93203,8,2021,Gas- Commercial,Y,0,0,
93203,9,2021,Gas- Commercial,Y,0,0,
93204,7,2021,Gas- Commercial,Y,0,0,
93204,8,2021,Gas- Commercial,Y,0,0,
93204,9,2021,Gas- Commercial,Y,0,0,
93210,7,2021,Gas- Commercial,Y,0,0,
93210,8,2021,Gas- Commercial,Y,0,0,
93210,9,2021,Gas- Commercial,Y,0,0,
93224,7,2021,Gas- Commercial,Y,0,0,
93224,8,2021,Gas- Commercial,Y,0,0,
93224,9,2021,Gas- Commercial,Y,0,0,
93234,7,2021,Gas- Commercial,Y,0,0,
93234,8,2021,Gas- Commercial,Y,0,0,
93234,9,2021,Gas- Commercial,Y,0,0,
93239,7,2021,Gas- Commercial,Y,0,0,
93239,8,2021,Gas- Commercial,Y,0,0,
93239,9,2021,Gas- Commercial,Y,0,0,
93252,7,2021,Gas- Commercial,Y,0,0,
93252,8,2021,Gas- Commercial,Y,0,0,
93252,9,2021,Gas- Commercial,Y,0,0,
93263,7,2021,Gas- Commercial,Y,0,0,
93263,8,2021,Gas- Commercial,Y,0,0,
93263,9,2021,Gas- Commercial,Y,0,0,
93268,7,2021,Gas- Commercial,Y,0,0,
93268,8,2021,Gas- Commercial,Y,0,0,
93268,9,2021,Gas- Commercial,Y,0,0,
93280,7,2021,Gas- Commercial,Y,0,0,
93280,8,2021,Gas- Commercial,Y,0,0,
93280,9,2021,Gas- Commercial,Y,0,0,
93301,7,2021,Gas- Commercial,N,"1,128","73,970",66
93301,8,2021,Gas- Commercial,N,"1,131","91,323",81
93301,9,2021,Gas- Commercial,N,"1,129","89,077",79
93304,7,2021,Gas- Commercial,Y,979,"138,840",142
93304,8,2021,Gas- Commercial,Y,982,"160,281",163
93304,9,2021,Gas- Commercial,N,603,"68,939",114
93305,7,2021,Gas- Commercial,N,473,"45,264",96
93305,8,2021,Gas- Commercial,N,471,"46,614",99
93305,9,2021,Gas- Commercial,N,468,"48,250",103
93306,7,2021,Gas- Commercial,Y,0,0,
93306,8,2021,Gas- Commercial,Y,0,0,
93306,9,2021,Gas- Commercial,Y,0,0,
93307,7,2021,Gas- Commercial,Y,671,"86,177",128
93307,8,2021,Gas- Commercial,Y,669,"78,643",118
93307,9,2021,Gas- Commercial,Y,668,"108,759",163
93308,7,2021,Gas- Commercial,Y,849,"140,546",166
93308,8,2021,Gas- Commercial,Y,852,"142,352",167
